date,SWO Lifted
5/1/2019,0.752475248
6/1/2019,0.746425167
7/1/2019,0.750607287
8/1/2019,0.726724138
9/1/2019,0.68627451
10/1/2019,0.617086
11/1/2019,0.636444
12/1/2019,0.644726
1/1/2020,0.600511
2/1/2020,0.639282342
3/1/2020,0.634815516
4/1/2020,0.539784946
